PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40
PRD0900135,CL00201,DEP00067,G00021,D00005
PRD0904213,CL00198,DEP00067,G00021,D00005
PRD0901359,CL00201,DEP00067,G00021,D00005
PRD0900967,CL00202,DEP00067,G00021,D00005
PRD0901255,CL00201,DEP00067,G00021,D00005
PRD0900325,CL00195,DEP00067,G00021,D00005
PRD0902583,CL00198,DEP00067,G00021,D00005
PRD0902248,CL00201,DEP00067,G00021,D00005
PRD0902465,CL00195,DEP00067,G00021,D00005
PRD0904369,CL00198,DEP00067,G00021,D00005
PRD0903751,CL00195,DEP00067,G00021,D00005
PRD0902195,CL00195,DEP00067,G00021,D00005
PRD0900067,CL00201,DEP00067,G00021,D00005
PRD0900736,CL00198,DEP00067,G00021,D00005
PRD0904898,CL00202,DEP00067,G00021,D00005
PRD0904516,CL00201,DEP00067,G00021,D00005
PRD0902631,CL00198,DEP00067,G00021,D00005
PRD0900270,CL00202,DEP00067,G00021,D00005
PRD0902284,CL00198,DEP00067,G00021,D00005
PRD0900688,CL00201,DEP00067,G00021,D00005
PRD0904009,CL00199,DEP00067,G00021,D00005
PRD0904036,CL00198,DEP00067,G00021,D00005
PRD0902242,CL00202,DEP00067,G00021,D00005
PRD0904695,CL00198,DEP00067,G00021,D00005
PRD0903298,CL00201,DEP00067,G00021,D00005
PRD0902549,CL00198,DEP00067,G00021,D00005
PRD0901127,CL00202,DEP00067,G00021,D00005
PRD0900247,CL00197,DEP00067,G00021,D00005
PRD0904616,CL00195,DEP00067,G00021,D00005
PRD0903899,CL00201,DEP00067,G00021,D00005
PRD0903664,CL00201,DEP00067,G00021,D00005
PRD0904911,CL00201,DEP00067,G00021,D00005
PRD0904808,CL00201,DEP00067,G00021,D00005
PRD0901114,CL00202,DEP00067,G00021,D00005
PRD0903457,CL00202,DEP00067,G00021,D00005
PRD0901862,CL00201,DEP00067,G00021,D00005
PRD0902525,CL00202,DEP00067,G00021,D00005
PRD0901815,CL00195,DEP00067,G00021,D00005
PRD0902957,CL00198,DEP00067,G00021,D00005
PRD0902505,CL00201,DEP00067,G00021,D00005
PRD0902251,CL00197,DEP00067,G00021,D00005
PRD0902598,CL00199,DEP00067,G00021,D00005
PRD0901755,CL00202,DEP00067,G00021,D00005
PRD0903035,CL00201,DEP00067,G00021,D00005
PRD0903341,CL00199,DEP00067,G00021,D00005
PRD0902157,CL00195,DEP00067,G00021,D00005
PRD0902692,CL00201,DEP00067,G00021,D00005
PRD0902626,CL00198,DEP00067,G00021,D00005
PRD0902756,CL00197,DEP00067,G00021,D00005
PRD0902861,CL00198,DEP00067,G00021,D00005
PRD0903693,CL00202,DEP00067,G00021,D00005
PRD0902666,CL00199,DEP00067,G00021,D00005
PRD0900193,CL00195,DEP00067,G00021,D00005
PRD0901286,CL00197,DEP00067,G00021,D00005
PRD0903230,CL00198,DEP00067,G00021,D00005
PRD0902635,CL00198,DEP00067,G00021,D00005
PRD0904796,CL00198,DEP00067,G00021,D00005
PRD0901155,CL00198,DEP00067,G00021,D00005
PRD0901221,CL00201,DEP00067,G00021,D00005
PRD0901461,CL00198,DEP00067,G00021,D00005
PRD0901172,CL00198,DEP00067,G00021,D00005
PRD0900849,CL00195,DEP00067,G00021,D00005
PRD0902576,CL00198,DEP00067,G00021,D00005
PRD0901670,CL00198,DEP00067,G00021,D00005
PRD0900096,CL00201,DEP00067,G00021,D00005
PRD0902316,CL00201,DEP00067,G00021,D00005
PRD0900217,CL00198,DEP00067,G00021,D00005
PRD0904289,CL00198,DEP00067,G00021,D00005
PRD0903174,CL00198,DEP00067,G00021,D00005
PRD0904684,CL00201,DEP00067,G00021,D00005
PRD0901622,CL00199,DEP00067,G00021,D00005
PRD0900414,CL00199,DEP00067,G00021,D00005
PRD0900170,CL00198,DEP00067,G00021,D00005
PRD0901527,CL00199,DEP00067,G00021,D00005
PRD0902769,CL00198,DEP00067,G00021,D00005
PRD0900393,CL00197,DEP00067,G00021,D00005
PRD0902748,CL00201,DEP00067,G00021,D00005
PRD0904054,CL00199,DEP00067,G00021,D00005
PRD0903631,CL00201,DEP00067,G00021,D00005
PRD0902395,CL00198,DEP00067,G00021,D00005
PRD0903539,CL00198,DEP00067,G00021,D00005
PRD0902250,CL00199,DEP00067,G00021,D00005
PRD0902682,CL00198,DEP00067,G00021,D00005
PRD0901681,CL00195,DEP00067,G00021,D00005
PRD0902575,CL00199,DEP00067,G00021,D00005
PRD0902154,CL00196,DEP00067,G00021,D00005
PRD0904602,CL00195,DEP00067,G00021,D00005
PRD0900685,CL00202,DEP00067,G00021,D00005
PRD0904167,CL00201,DEP00067,G00021,D00005
PRD0901044,CL00201,DEP00067,G00021,D00005
PRD0900107,CL00195,DEP00067,G00021,D00005
PRD0902127,CL00201,DEP00067,G00021,D00005
PRD0903180,CL00199,DEP00067,G00021,D00005
PRD0901779,CL00198,DEP00067,G00021,D00005
PRD0904200,CL00198,DEP00067,G00021,D00005
PRD0901045,CL00197,DEP00067,G00021,D00005
PRD0902270,CL00207,DEP00069,G00022,D00005
PRD0901894,CL00207,DEP00069,G00022,D00005
PRD0903740,CL00207,DEP00069,G00022,D00005
PRD0904306,CL00207,DEP00069,G00022,D00005
PRD0904232,CL00209,DEP00069,G00022,D00005
PRD0903094,CL00205,DEP00069,G00022,D00005
PRD0903324,CL00206,DEP00069,G00022,D00005
PRD0900448,CL00205,DEP00069,G00022,D00005
PRD0904676,CL00205,DEP00069,G00022,D00005
PRD0902042,CL00209,DEP00069,G00022,D00005
PRD0900503,CL00207,DEP00069,G00022,D00005
PRD0904316,CL00209,DEP00069,G00022,D00005
PRD0900271,CL00209,DEP00069,G00022,D00005
PRD0903428,CL00207,DEP00069,G00022,D00005
PRD0901086,CL00207,DEP00069,G00022,D00005
PRD0900709,CL00205,DEP00069,G00022,D00005
PRD0902150,CL00206,DEP00069,G00022,D00005
PRD0902399,CL00207,DEP00069,G00022,D00005
PRD0904033,CL00209,DEP00069,G00022,D00005
PRD0903245,CL00207,DEP00069,G00022,D00005
PRD0901078,CL00208,DEP00069,G00022,D00005
PRD0904729,CL00209,DEP00069,G00022,D00005
PRD0901142,CL00207,DEP00069,G00022,D00005
PRD0903263,CL00205,DEP00069,G00022,D00005
PRD0900208,CL00207,DEP00069,G00022,D00005
PRD0904910,CL00208,DEP00069,G00022,D00005
PRD0900178,CL00205,DEP00069,G00022,D00005
PRD0902687,CL00207,DEP00069,G00022,D00005
PRD0904323,CL00209,DEP00069,G00022,D00005
PRD0903165,CL00207,DEP00069,G00022,D00005
PRD0903183,CL00207,DEP00069,G00022,D00005
PRD0904343,CL00207,DEP00069,G00022,D00005
PRD0904466,CL00207,DEP00069,G00022,D00005
PRD0900441,CL00207,DEP00069,G00022,D00005
PRD0900073,CL00207,DEP00069,G00022,D00005
PRD0903902,CL00205,DEP00069,G00022,D00005
PRD0900628,CL00205,DEP00069,G00022,D00005
PRD0900335,CL00207,DEP00069,G00022,D00005
PRD0900657,CL00208,DEP00069,G00022,D00005
PRD0904669,CL00207,DEP00069,G00022,D00005
PRD0902616,CL00205,DEP00069,G00022,D00005
PRD0900638,CL00205,DEP00069,G00022,D00005
PRD0900509,CL00208,DEP00069,G00022,D00005
PRD0903666,CL00205,DEP00069,G00022,D00005
PRD0900861,CL00209,DEP00069,G00022,D00005
PRD0904476,CL00207,DEP00069,G00022,D00005
PRD0903985,CL00206,DEP00069,G00022,D00005
PRD0901275,CL00207,DEP00069,G00022,D00005
PRD0903090,CL00218,DEP00073,G00023,D00005
PRD0904498,CL00218,DEP00073,G00023,D00005
PRD0900959,CL00218,DEP00073,G00023,D00005
PRD0903431,CL00219,DEP00073,G00023,D00005
PRD0903850,CL00218,DEP00073,G00023,D00005
PRD0902647,CL00218,DEP00073,G00023,D00005
PRD0902573,CL00218,DEP00073,G00023,D00005
PRD0902377,CL00219,DEP00073,G00023,D00005
PRD0902819,CL00218,DEP00073,G00023,D00005
PRD0900949,CL00218,DEP00073,G00023,D00005
PRD0901362,CL00219,DEP00073,G00023,D00005
PRD0902613,CL00219,DEP00073,G00023,D00005
PRD0900966,CL00219,DEP00073,G00023,D00005
PRD0902473,CL00218,DEP00073,G00023,D00005
PRD0903407,CL00219,DEP00073,G00023,D00005
PRD0900278,CL00219,DEP00073,G00023,D00005
PRD0903588,CL00218,DEP00073,G00023,D00005
PRD0902428,CL00222,DEP00076,G00023,D00005
PRD0903678,CL00222,DEP00076,G00023,D00005
PRD0903077,CL00224,DEP00076,G00023,D00005
PRD0903053,CL00222,DEP00076,G00023,D00005
PRD0904244,CL00222,DEP00076,G00023,D00005
PRD0904604,CL00224,DEP00076,G00023,D00005
PRD0902062,CL00224,DEP00076,G00023,D00005
PRD0901310,CL00229,DEP00081,G00027,D00008
PRD0900751,CL00229,DEP00081,G00027,D00008
PRD0902925,CL00230,DEP00081,G00027,D00008
PRD0901573,CL00229,DEP00081,G00027,D00008
PRD0904924,CL00230,DEP00081,G00027,D00008
PRD0902801,CL00229,DEP00081,G00027,D00008
PRD0900988,CL00230,DEP00081,G00027,D00008
PRD0904348,CL00230,DEP00081,G00027,D00008
PRD0901271,CL00229,DEP00081,G00027,D00008
PRD0904231,CL00229,DEP00081,G00027,D00008
PRD0900722,CL00229,DEP00081,G00027,D00008
PRD0903181,CL00231,DEP00081,G00027,D00008
PRD0902853,CL00230,DEP00081,G00027,D00008
PRD0900205,CL00230,DEP00081,G00027,D00008
PRD0902886,CL00229,DEP00081,G00027,D00008
PRD0902066,CL00229,DEP00081,G00027,D00008
PRD0900357,CL00231,DEP00081,G00027,D00008
PRD0901923,CL00229,DEP00081,G00027,D00008
PRD0904063,CL00230,DEP00081,G00027,D00008
PRD0900508,CL00229,DEP00081,G00027,D00008
PRD0902836,CL00243,DEP00088,G00029,D00008
PRD0901131,CL00212,DEP00070,G00022,D00005
PRD0902025,CL00190,DEP00063,G00018,D00004
PRD0903312,CL00061,DEP00018,G00006,D00002
PRD0904260,CL00246,DEP00088,G00029,D00008
PRD0901578,CL00212,DEP00070,G00022,D00005
PRD0901006,CL00212,DEP00070,G00022,D00005
PRD0902803,CL00238,DEP00084,G00028,D00008
PRD0900633,CL00061,DEP00018,G00006,D00002
PRD0902947,CL00142,DEP00050,G00014,D00003
PRD0903511,CL00238,DEP00084,G00028,D00008
PRD0903989,CL00235,DEP00083,G00028,D00008
PRD0903429,CL00212,DEP00070,G00022,D00005
PRD0902619,CL00142,DEP00050,G00014,D00003
PRD0901009,CL00238,DEP00084,G00028,D00008
PRD0902069,CL00006,DEP00002,G00001,D00001
PRD0903913,CL00006,DEP00002,G00001,D00001
PRD0901239,CL00006,DEP00002,G00001,D00001
PRD0900890,CL00009,DEP00003,G00002,D00001
PRD0903473,CL00014,DEP00004,G00003,D00001
PRD0902189,CL00015,DEP00004,G00003,D00001
PRD0904982,CL00019,DEP00005,G00003,D00001
PRD0900149,CL00025,DEP00008,G00004,D00002
PRD0901629,CL00032,DEP00008,G00004,D00002
PRD0904813,CL00046,DEP00012,G00004,D00002
PRD0902337,CL00047,DEP00012,G00004,D00002
PRD0903738,CL00050,DEP00013,G00005,D00002
PRD0900529,CL00052,DEP00013,G00005,D00002
PRD0902046,CL00058,DEP00016,G00006,D00002
PRD0900143,CL00065,DEP00019,G00007,D00002
PRD0904874,CL00067,DEP00019,G00007,D00002
PRD0904983,CL00063,DEP00019,G00007,D00002
PRD0903607,CL00069,DEP00020,G00007,D00002
PRD0903574,CL00069,DEP00020,G00007,D00002
PRD0904981,CL00070,DEP00020,G00007,D00002
PRD0901938,CL00070,DEP00020,G00007,D00002
PRD0904719,CL00069,DEP00020,G00007,D00002
PRD0902000,CL00069,DEP00020,G00007,D00002
PRD0901261,CL00074,DEP00021,G00007,D00002
PRD0901325,CL00074,DEP00021,G00007,D00002
PRD0903022,CL00072,DEP00021,G00007,D00002
PRD0904758,CL00076,DEP00022,G00007,D00002
PRD0903692,CL00076,DEP00022,G00007,D00002
PRD0902445,CL00076,DEP00022,G00007,D00002
PRD0902176,CL00076,DEP00022,G00007,D00002
PRD0903223,CL00076,DEP00022,G00007,D00002
PRD0904686,CL00076,DEP00022,G00007,D00002
PRD0902200,CL00075,DEP00022,G00007,D00002
PRD0903481,CL00076,DEP00022,G00007,D00002
PRD0901501,CL00075,DEP00022,G00007,D00002
PRD0903652,CL00076,DEP00022,G00007,D00002
PRD0903153,CL00082,DEP00023,G00007,D00002
PRD0902079,CL00083,DEP00023,G00007,D00002
PRD0903923,CL00083,DEP00023,G00007,D00002
PRD0901538,CL00083,DEP00023,G00007,D00002
PRD0902382,CL00085,DEP00024,G00007,D00002
PRD0901924,CL00096,DEP00030,G00008,D00002
PRD0903589,CL00096,DEP00030,G00008,D00002
PRD0903979,CL00096,DEP00030,G00008,D00002
PRD0901989,CL00101,DEP00034,G00010,D00003
PRD0901873,CL00103,DEP00035,G00010,D00003
PRD0904080,CL00110,DEP00039,G00010,D00003
PRD0903388,CL00114,DEP00041,G00011,D00003
PRD0903878,CL00127,DEP00046,G00013,D00003
PRD0904017,CL00130,DEP00047,G00013,D00003
PRD0902784,CL00140,DEP00049,G00014,D00003
PRD0903787,CL00157,DEP00053,G00016,D00003
PRD0900229,CL00156,DEP00053,G00016,D00003
PRD0903007,CL00157,DEP00053,G00016,D00003
PRD0901811,CL00157,DEP00053,G00016,D00003
PRD0903189,CL00157,DEP00053,G00016,D00003
PRD0900573,CL00198,DEP00067,G00021,D00005
PRD0901321,CL00197,DEP00067,G00021,D00005
PRD0900144,CL00205,DEP00069,G00022,D00005
PRD0903478,CL00205,DEP00069,G00022,D00005
PRD0901782,CL00205,DEP00069,G00022,D00005
PRD0903602,CL00205,DEP00069,G00022,D00005
PRD0900586,CL00207,DEP00069,G00022,D00005
PRD0902904,CL00231,DEP00081,G00027,D00008
PRD0900127,CL00237,DEP00084,G00028,D00008
PRD0902759,CL00237,DEP00084,G00028,D00008
PRD0900206,CL00239,DEP00085,G00028,D00008
PRD0902403,CL00094,DEP00029,G00008,D00002
PRD0901483,CL00236,DEP00084,G00028,D00008
PRD0901566,CL00238,DEP00084,G00028,D00008
PRD0903249,CL00236,DEP00084,G00028,D00008
PRD0901476,CL00099,DEP00032,G00009,D00002
PRD0904757,CL00239,DEP00085,G00028,D00008
PRD0902911,CL00187,DEP00062,G00018,D00004
PRD0904458,CL00211,DEP00070,G00022,D00005
PRD0902476,CL00232,DEP00082,G00027,D00008
PRD0901417,CL00001,DEP00001,G00001,D00001
PRD0902888,CL00002,DEP00001,G00001,D00001
PRD0900081,CL00006,DEP00002,G00001,D00001
PRD0900791,CL00010,DEP00003,G00002,D00001
PRD0903475,CL00012,DEP00003,G00002,D00001
PRD0902775,CL00009,DEP00003,G00002,D00001
PRD0902697,CL00013,DEP00004,G00003,D00001
PRD0904420,CL00015,DEP00004,G00003,D00001
PRD0901565,CL00020,DEP00005,G00003,D00001
PRD0903472,CL00018,DEP00005,G00003,D00001
PRD0903510,CL00044,DEP00011,G00004,D00002
PRD0903299,CL00047,DEP00012,G00004,D00002
PRD0904902,CL00050,DEP00013,G00005,D00002
PRD0900220,CL00051,DEP00013,G00005,D00002
PRD0902170,CL00051,DEP00013,G00005,D00002
PRD0903489,CL00059,DEP00016,G00006,D00002
PRD0900348,CL00065,DEP00019,G00007,D00002
PRD0901287,CL00068,DEP00019,G00007,D00002
PRD0904743,CL00070,DEP00020,G00007,D00002
PRD0900760,CL00069,DEP00020,G00007,D00002
PRD0904409,CL00073,DEP00021,G00007,D00002
PRD0903338,CL00075,DEP00022,G00007,D00002
PRD0902672,CL00075,DEP00022,G00007,D00002
PRD0904248,CL00079,DEP00022,G00007,D00002
PRD0901424,CL00079,DEP00022,G00007,D00002
PRD0901812,CL00075,DEP00022,G00007,D00002
PRD0901545,CL00083,DEP00023,G00007,D00002
PRD0902044,CL00088,DEP00025,G00008,D00002
PRD0904928,CL00100,DEP00033,G00009,D00002
PRD0902365,CL00110,DEP00039,G00010,D00003
PRD0903089,CL00111,DEP00039,G00010,D00003
PRD0901641,CL00117,DEP00042,G00011,D00003
PRD0903871,CL00117,DEP00042,G00011,D00003
PRD0903009,CL00116,DEP00042,G00011,D00003
PRD0903340,CL00129,DEP00046,G00013,D00003
PRD0902126,CL00128,DEP00046,G00013,D00003
PRD0900009,CL00130,DEP00047,G00013,D00003
PRD0900354,CL00140,DEP00049,G00014,D00003
PRD0903000,CL00140,DEP00049,G00014,D00003
PRD0900105,CL00152,DEP00052,G00015,D00003
PRD0902233,CL00152,DEP00052,G00015,D00003
PRD0902198,CL00151,DEP00052,G00015,D00003
PRD0900397,CL00148,DEP00052,G00015,D00003
PRD0900648,CL00150,DEP00052,G00015,D00003
PRD0904745,CL00157,DEP00053,G00016,D00003
PRD0903353,CL00155,DEP00053,G00016,D00003
PRD0904749,CL00159,DEP00054,G00016,D00003
PRD0901049,CL00163,DEP00055,G00016,D00003
PRD0903088,CL00164,DEP00055,G00016,D00003
PRD0903714,CL00201,DEP00067,G00021,D00005
PRD0901188,CL00202,DEP00067,G00021,D00005
PRD0903728,CL00201,DEP00067,G00021,D00005
PRD0903143,CL00208,DEP00069,G00022,D00005
PRD0902906,CL00188,DEP00062,G00018,D00004
PRD0903193,CL00214,DEP00071,G00022,D00005
PRD0900140,CL00113,DEP00040,G00011,D00003
PRD0904014,CL00240,DEP00086,G00028,D00008
PRD0902374,CL00142,DEP00050,G00014,D00003
PRD0900906,CL00204,DEP00068,G00022,D00005
PRD0900872,CL00214,DEP00071,G00022,D00005
PRD0901177,CL00214,DEP00071,G00022,D00005
PRD0904489,CL00091,DEP00026,G00008,D00002
PRD0904015,CL00186,DEP00062,G00018,D00004
PRD0904428,CL00142,DEP00050,G00014,D00003
PRD0904304,CL00213,DEP00070,G00022,D00005
PRD0904727,CL00215,DEP00071,G00022,D00005
PRD0902732,CL00142,DEP00050,G00014,D00003
PRD0903928,CL00212,DEP00070,G00022,D00005
PRD0900581,CL00182,DEP00061,G00018,D00004
PRD0902665,CL00213,DEP00070,G00022,D00005
PRD0902011,CL00001,DEP00001,G00001,D00001
PRD0901467,CL00006,DEP00002,G00001,D00001
PRD0900725,CL00006,DEP00002,G00001,D00001
PRD0902541,CL00004,DEP00002,G00001,D00001
PRD0901889,CL00011,DEP00003,G00002,D00001
PRD0904629,CL00007,DEP00003,G00002,D00001
PRD0900488,CL00007,DEP00003,G00002,D00001
PRD0903393,CL00007,DEP00003,G00002,D00001
PRD0900233,CL00007,DEP00003,G00002,D00001
PRD0901421,CL00015,DEP00004,G00003,D00001
PRD0902837,CL00015,DEP00004,G00003,D00001
PRD0902161,CL00044,DEP00011,G00004,D00002
PRD0901696,CL00045,DEP00011,G00004,D00002
PRD0904131,CL00044,DEP00011,G00004,D00002
PRD0903993,CL00045,DEP00011,G00004,D00002
PRD0902006,CL00046,DEP00012,G00004,D00002
PRD0900051,CL00049,DEP00012,G00004,D00002
PRD0900297,CL00053,DEP00013,G00005,D00002
PRD0904858,CL00050,DEP00013,G00005,D00002
PRD0904883,CL00058,DEP00016,G00006,D00002
PRD0903021,CL00066,DEP00019,G00007,D00002
PRD0900411,CL00067,DEP00019,G00007,D00002
PRD0901069,CL00066,DEP00019,G00007,D00002
PRD0902854,CL00067,DEP00019,G00007,D00002
PRD0904759,CL00063,DEP00019,G00007,D00002
PRD0902782,CL00063,DEP00019,G00007,D00002
PRD0904474,CL00070,DEP00020,G00007,D00002
PRD0900400,CL00073,DEP00021,G00007,D00002
PRD0903157,CL00079,DEP00022,G00007,D00002
PRD0902072,CL00079,DEP00022,G00007,D00002
PRD0901546,CL00083,DEP00023,G00007,D00002
PRD0900338,CL00081,DEP00023,G00007,D00002
PRD0903857,CL00087,DEP00025,G00008,D00002
PRD0904429,CL00087,DEP00025,G00008,D00002
PRD0903038,CL00092,DEP00027,G00008,D00002
PRD0903786,CL00103,DEP00035,G00010,D00003
PRD0902897,CL00103,DEP00035,G00010,D00003
PRD0900467,CL00103,DEP00035,G00010,D00003
PRD0904838,CL00103,DEP00035,G00010,D00003
PRD0901192,CL00105,DEP00036,G00010,D00003
PRD0902893,CL00110,DEP00039,G00010,D00003
PRD0904595,CL00111,DEP00039,G00010,D00003
PRD0902438,CL00111,DEP00039,G00010,D00003
PRD0903753,CL00115,DEP00041,G00011,D00003
PRD0903418,CL00116,DEP00042,G00011,D00003
PRD0902203,CL00116,DEP00042,G00011,D00003
PRD0900224,CL00116,DEP00042,G00011,D00003
PRD0903906,CL00116,DEP00042,G00011,D00003
PRD0903285,CL00128,DEP00046,G00013,D00003
PRD0903243,CL00128,DEP00046,G00013,D00003
PRD0901997,CL00129,DEP00046,G00013,D00003
PRD0900771,CL00127,DEP00046,G00013,D00003
PRD0900609,CL00128,DEP00046,G00013,D00003
PRD0904258,CL00128,DEP00046,G00013,D00003
PRD0901427,CL00129,DEP00046,G00013,D00003
PRD0900877,CL00127,DEP00046,G00013,D00003
PRD0903235,CL00129,DEP00046,G00013,D00003
PRD0904621,CL00130,DEP00047,G00013,D00003
PRD0900805,CL00130,DEP00047,G00013,D00003
PRD0902144,CL00136,DEP00048,G00013,D00003
PRD0900881,CL00135,DEP00048,G00013,D00003
PRD0903805,CL00136,DEP00048,G00013,D00003
PRD0901678,CL00139,DEP00048,G00013,D00003
PRD0904504,CL00135,DEP00048,G00013,D00003
PRD0901580,CL00136,DEP00048,G00013,D00003
PRD0903725,CL00137,DEP00048,G00013,D00003
PRD0900983,CL00140,DEP00049,G00014,D00003
PRD0902351,CL00140,DEP00049,G00014,D00003
PRD0903826,CL00140,DEP00049,G00014,D00003
PRD0901392,CL00140,DEP00049,G00014,D00003
PRD0902078,CL00147,DEP00051,G00015,D00003
PRD0902881,CL00147,DEP00051,G00015,D00003
PRD0903543,CL00154,DEP00052,G00015,D00003
PRD0900359,CL00148,DEP00052,G00015,D00003
PRD0904376,CL00156,DEP00053,G00016,D00003
PRD0902222,CL00161,DEP00054,G00016,D00003
PRD0904057,CL00162,DEP00055,G00016,D00003
PRD0902683,CL00165,DEP00055,G00016,D00003
PRD0901521,CL00163,DEP00055,G00016,D00003
PRD0903769,CL00163,DEP00055,G00016,D00003
PRD0904087,CL00166,DEP00055,G00016,D00003
PRD0901126,CL00162,DEP00055,G00016,D00003
PRD0904687,CL00163,DEP00055,G00016,D00003
PRD0901711,CL00163,DEP00055,G00016,D00003
PRD0902204,CL00163,DEP00055,G00016,D00003
PRD0900956,CL00163,DEP00055,G00016,D00003
PRD0900707,CL00198,DEP00067,G00021,D00005
PRD0902747,CL00201,DEP00067,G00021,D00005
PRD0904264,CL00202,DEP00067,G00021,D00005
PRD0900496,CL00201,DEP00067,G00021,D00005
PRD0903914,CL00197,DEP00067,G00021,D00005
PRD0904709,CL00198,DEP00067,G00021,D00005
PRD0900022,CL00201,DEP00067,G00021,D00005
PRD0904506,CL00201,DEP00067,G00021,D00005
PRD0903342,CL00202,DEP00067,G00021,D00005
PRD0900020,CL00202,DEP00067,G00021,D00005
PRD0900120,CL00198,DEP00067,G00021,D00005
PRD0904724,CL00202,DEP00067,G00021,D00005
PRD0903680,CL00201,DEP00067,G00021,D00005
PRD0901097,CL00207,DEP00069,G00022,D00005
PRD0902187,CL00207,DEP00069,G00022,D00005
PRD0903796,CL00205,DEP00069,G00022,D00005
PRD0901751,CL00206,DEP00069,G00022,D00005
PRD0902483,CL00206,DEP00069,G00022,D00005
PRD0902761,CL00207,DEP00069,G00022,D00005
PRD0901095,CL00207,DEP00069,G00022,D00005
PRD0900920,CL00205,DEP00069,G00022,D00005
PRD0903812,CL00218,DEP00073,G00023,D00005
PRD0902433,CL00219,DEP00073,G00023,D00005
PRD0902277,CL00218,DEP00073,G00023,D00005
PRD0903634,CL00223,DEP00076,G00023,D00005
PRD0901216,CL00091,DEP00026,G00008,D00002
PRD0901479,CL00179,DEP00061,G00018,D00004
PRD0903889,CL00142,DEP00050,G00014,D00003
PRD0904966,CL00179,DEP00061,G00018,D00004
PRD0902995,CL00214,DEP00071,G00022,D00005
PRD0901384,CL00178,DEP00061,G00018,D00004
PRD0904575,CL00169,DEP00056,G00017,D00004
PRD0903379,CL00170,DEP00056,G00017,D00004
PRD0900368,CL00213,DEP00070,G00022,D00005
PRD0904242,CL00143,DEP00050,G00014,D00003
PRD0904722,CL00091,DEP00026,G00008,D00002
PRD0904293,CL00170,DEP00056,G00017,D00004
PRD0903417,CL00142,DEP00050,G00014,D00003
PRD0901915,CL00236,DEP00084,G00028,D00008
PRD0901857,CL00098,DEP00031,G00008,D00002
PRD0903281,CL00204,DEP00068,G00022,D00005
PRD0903190,CL00204,DEP00068,G00022,D00005
PRD0903239,CL00186,DEP00062,G00018,D00004
PRD0901675,CL00245,DEP00088,G00029,D00008
PRD0902105,CL00194,DEP00066,G00020,D00004
PRD0900715,CL00098,DEP00031,G00008,D00002
PRD0902427,CL00204,DEP00068,G00022,D00005
PRD0902370,CL00204,DEP00068,G00022,D00005
PRD0903284,CL00185,DEP00062,G00018,D00004
PRD0901465,CL00005,DEP00002,G00001,D00001
PRD0900631,CL00006,DEP00002,G00001,D00001
PRD0901035,CL00006,DEP00002,G00001,D00001
PRD0904218,CL00003,DEP00002,G00001,D00001
PRD0900319,CL00006,DEP00002,G00001,D00001
PRD0900543,CL00006,DEP00002,G00001,D00001
PRD0904128,CL00011,DEP00003,G00002,D00001
PRD0902658,CL00008,DEP00003,G00002,D00001
PRD0900879,CL00007,DEP00003,G00002,D00001
PRD0900018,CL00010,DEP00003,G00002,D00001
PRD0903118,CL00010,DEP00003,G00002,D00001
PRD0901478,CL00010,DEP00003,G00002,D00001
PRD0902537,CL00015,DEP00004,G00003,D00001
PRD0900954,CL00013,DEP00004,G00003,D00001
PRD0902778,CL00014,DEP00004,G00003,D00001
PRD0904157,CL00030,DEP00008,G00004,D00002
PRD0901499,CL00025,DEP00008,G00004,D00002
PRD0901791,CL00045,DEP00011,G00004,D00002
PRD0902599,CL00045,DEP00011,G00004,D00002
PRD0902729,CL00047,DEP00012,G00004,D00002
PRD0901161,CL00048,DEP00012,G00004,D00002
PRD0904147,CL00047,DEP00012,G00004,D00002
PRD0902767,CL00050,DEP00013,G00005,D00002
PRD0903854,CL00050,DEP00013,G00005,D00002
PRD0904486,CL00050,DEP00013,G00005,D00002
PRD0903868,CL00050,DEP00013,G00005,D00002
PRD0901990,CL00051,DEP00013,G00005,D00002
